,status,totalResults,articles
10,ok,2492,"{'source': {'id': 'reuters', 'name': 'Reuters'}, 'author': None, 'title': 'Bitcoin rises 5% to $51711 - Reuters', 'description': 'Bitcoin rose 5.01% to $51,711.21 at 22:01 GMT on Tuesday, adding $2,469.07 to its previous close.', 'url': 'https://www.reuters.com/business/bitcoin-rises-5-51711-2021-10-05/', 'urlToImage': 'https://www.reuters.com/resizer/gs8wzpShxYen3FHIv5S86NGJ7zs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JW4FQGBO4FLVBC6Z2PN63XTY3I.jpg', 'publishedAt': '2021-10-05T22:24:00Z', 'content': 'A representation of virtual currency bitcoin is seen in front of a stock graph in this illustration taken November 19, 2020. REUTERS/Dado Ruvic/Illustration/File PhotoOct 5 (Reuters) - Bitcoin rose 5… [+414 chars]'}"
11,ok,2492,"{'source': {'id': 'reuters', 'name': 'Reuters'}, 'author': None, 'title': 'Bitcoin rises 5.2% to $43717 - Reuters', 'description': 'Bitcoin was up 5.23% at $43,716.97 as of 22:08 GMT on Thursday, adding $2,174.07 to its previous close.', 'url': 'https://www.reuters.com/business/finance/bitcoin-rises-52-43717-2021-09-30/', 'urlToImage': 'https://www.reuters.com/resizer/nrP-KTAfCsWqzyMXEkhl8U9ez5o=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QJ5TJE4E45K65B22ENEC7NWOEI.jpg', 'publishedAt': '2021-09-30T22:20:00Z', 'content': 'A representation of cryptocurrency Bitcoin is seen in this illustration taken August 6, 2021. REUTERS/Dado Ruvic/Illustration/File PhotoSept 30 (Reuters) - Bitcoin was up 5.23% at $43,716.97 as of 22… [+413 chars]'}"
12,ok,2492,"{'source': {'id': 'reuters', 'name': 'Reuters'}, 'author': None, 'title': 'Bitcoin rises 7.1% to $55163 - Reuters', 'description': 'Bitcoin rose 7.11% to $55,162.92 at 20:01 GMT on Wednesday, adding $3,661.73 to its previous close.', 'url': 'https://www.reuters.com/business/bitcoin-rises-71-55163-2021-10-06/', 'urlToImage': 'https://www.reuters.com/resizer/1d0Wfb9VhBO1ffbhubEzkSF-Rw4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/IRSRADC3CBLITDHDACJAFCANAM.jpg', 'publishedAt': '2021-10-06T20:15:00Z', 'content': 'A representation of the virtual cryptocurrency Bitcoin is seen in this picture illustration taken June 14, 2021. REUTERS/Edgar Su/IllustrationOct 6 (Reuters) - Bitcoin rose 7.11% to $55,162.92 at 20:… [+404 chars]'}"
13,ok,2492,"{'source': {'id': 'abc-news', 'name': 'ABC News'}, 'author': 'Catherine Thorbecke', 'title': 'China declares cryptocurrency transactions illegal as crackdown continues', 'description': 'Bitcoin, Ethereum and others dipped on Friday after the news from Beijing.', 'url': 'https://abcnews.go.com/Business/china-declares-cryptocurrency-transactions-illegal-crackdown-continues/story?id=80208152', 'urlToImage': 'https://s.abcnews.com/images/Business/bitcoin-01-gty-iwb-210924_1632489580455_hpMain_16x9_992.jpg', 'publishedAt': '2021-09-24T16:08:57Z', 'content': 'Bitcoin, Ethereum and other cryptocurrencies dipped in value on Friday after China declared all transactions involving these digital currencies ""illegal.""\r\nChina\'s central bank, the People\'s Bank of … [+1905 chars]'}"
14,ok,2492,"{'source': {'id': None, 'name': 'CNET'}, 'author': 'Oscar Gonzalez', 'title': ""NFTs are everywhere. Here's how to buy one from TikTok, NFL, more - CNET"", 'description': ""NFTs are taking over sports, media, art and more. But what are they? We'll break it down."", 'url': 'https://www.cnet.com/personal-finance/nfts-are-everywhere-heres-how-to-buy-one-from-tiktok-nfl-more/', 'urlToImage': 'https://www.cnet.com/a/img/FipiXkLmteC2WrEvx8MqCMtD_g8=/1200x630/2021/04/06/ffd7569a-cf4f-4dbc-9612-ba6f51ba8f88/gettyimages-1231935363.jpg', 'publishedAt': '2021-10-03T11:00:14Z', 'content': 'NFT art could be a new way to spend and make money.\r\nGetty Images\r\nThe world of NFTs is changing by the minute but what are they? NFTs, or nonfungible tokens, can be tied to a\xa0video highlight, a meme… [+7545 chars]'}"
15,ok,2492,"{'source': {'id': None, 'name': 'Yahoo Entertainment'}, 'author': 'CBS News Videos', 'title': 'Housing prices soaring higher than incomes in many parts of U.S.', 'description': ""Housing prices continue to surge across the nation, but homebuyers' incomes aren't keeping up with soaring real estate values. CBS News MoneyWatch reporter..."", 'url': 'https://news.yahoo.com/housing-prices-soaring-higher-incomes-003459483.html', 'urlToImage': 'https://s.yimg.com/ny/api/res/1.2/XdeRcJhODgezvoV1LGCTOw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/hd/cp-video-transcode/prod/2021-10/07/615e43cc88b0ef282fb66902/615e43cc88b0ef282fb66903_o_U_v2.jpg', 'publishedAt': '2021-10-07T00:34:59Z', 'content': 'According to founder Vitalik Buterin, the Ethereum\xa0(CRYPTO: ETH) network is on the verge of a dramatic technological revolution. One year from now, Ethereum will transition into a proof-of-stake (PoS… [+372 chars]'}"
16,ok,2492,"{'source': {'id': None, 'name': 'Entrepreneur'}, 'author': 'Entrepreneur Store', 'title': '10 Ways You Can Learn More About Crypto and Blockchain', 'description': ""Want to get up to speed with this exciting technology? Here's how."", 'url': 'https://www.entrepreneur.com/article/388919', 'urlToImage': 'https://assets.entrepreneur.com/content/3x2/2000/1633114696-Ent-BlockchainBundle.jpg', 'publishedAt': '2021-10-04T13:00:00Z', 'content': ""Everybody's heard of cryptocurrency these days, but how much do you know about the technology that powers itthe blockchain? The blockchain has myriad practical use cases beyond just currency and it's… [+4637 chars]""}"
17,ok,2492,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': 'Twitter will allow people to tip their favorite content creators with bitcoin', 'description': 'Twitter will now allow people to tip their favorite content creators with bitcoin and will also launch a fund to pay some users who host audio chat rooms on its Spaces feature, the company said on Thursday.The company also said it will test new ways to help u…', 'url': 'https://techncruncher.blogspot.com/2021/09/twitter-will-allow-people-to-tip-their.html', 'urlToImage': 'https://lh3.googleusercontent.com/proxy/1YJtFF25zSUEDnZG0KffEqRkuld5BSehiyo-0FWiRJNwu6PBJ8Jc8KnXmLXpRfQblZibb-LrRCic9IQeEo1h_fRS2NM=w1200-h630-n-k-no-nu', 'publishedAt': '2021-09-24T12:14:00Z', 'content': 'Twitter will now allow people to tip their favorite content creators with bitcoin and will also launch a fund to pay some users who host audio chat rooms on its Spaces feature, the company said on Th… [+2802 chars]'}"
18,ok,2492,"{'source': {'id': None, 'name': 'CNET'}, 'author': 'Oscar Gonzalez', 'title': 'You can get a free DC x Palm NFT tomorrow. What to know about the digital tokens now - CNET', 'description': ""DC fans can get a rare Batman NFT for free. But what are NFTs? We'll explain."", 'url': 'https://www.cnet.com/personal-finance/you-can-get-a-free-dc-x-palm-nft-tomorrow-what-to-know-about-the-digital-tokens-now/', 'urlToImage': 'https://www.cnet.com/a/img/FipiXkLmteC2WrEvx8MqCMtD_g8=/1200x630/2021/04/06/ffd7569a-cf4f-4dbc-9612-ba6f51ba8f88/gettyimages-1231935363.jpg', 'publishedAt': '2021-10-04T21:00:12Z', 'content': 'NFT art could be a new way to spend and make money.\r\nGetty Images\r\nThe world of NFTs is changing by the minute but what are they? NFTs, or nonfungible tokens, can be tied to a\xa0video highlight, a meme… [+7849 chars]'}"
19,ok,2492,"{'source': {'id': 'reuters', 'name': 'Reuters'}, 'author': None, 'title': ""G7 statement: c.bank digital currencies must 'do no harm' to c.bank mandates - Reuters"", 'description': 'Group of Seven advanced economies said any digital currency a central bank issues must ""support and do no harm"" to the bank\'s ability to fulfill its mandate on monetary and financial stability.', 'url': 'https://www.reuters.com/business/finance/g7-statement-cbank-digital-currencies-must-do-no-harm-cbank-mandates-2021-10-14/', 'urlToImage': 'https://www.reuters.com/resizer/toPyx4vPAe1rC1dejcVLayjcjuw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/F5XZDTWMV5NUHJ5YKFTTHOQRAM.jpg', 'publishedAt': '2021-10-14T00:54:00Z', 'content': 'Representations of cryptocurrencies Bitcoin, Ethereum, DogeCoin, Ripple, Litecoin are placed on PC motherboard in this illustration taken, June 29, 2021. REUTERS/Dado Ruvic/Illustration/File Photo\r\nW… [+589 chars]'}"
