,status,totalResults,articles
10,ok,7247,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': None, 'description': 'PayPal has two decades of experience in online payments and manages 403 million user accounts. So, it caused ripples when it announced on 23 August it would allow UK customers to buy and sell four cryptocurrencies: bitcoin prices rose to a three-month high. B…', 'url': 'https://techncruncher.blogspot.com/2021/09/paypal-has-two-decades-of-experience-in.html', 'urlToImage': 'https://blogger.googleusercontent.com/img/a/AVvXsEhBa3NzNDTA2Zt8VB-9At9FSPpDIT_DhB17F3Jj5kQB-dYwDGVSL86_0t2nNFHv187uxCQkPt5GHwuiVtCKJKHfqI1RBqHh7to6zn8dmf_WZNlRpQnsvWEzImMQ9mXTisx6U822KEzpAGayi8YoC9Qsaos5pvLzgF_HVSzWBfRDMgFWPnCEBa0GKUM-GA=w1200-h630-p-k-no-nu', 'publishedAt': '2021-09-28T20:04:00Z', 'content': 'PayPal has two decades of experience in online payments and manages 403 million user accounts. So, it caused ripples when it announced on 23 August it would allow UK customers to buy and sell four cr… [+3680 chars]'}"
11,ok,7247,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': 'SEC Chair Dodges Question About Regulatory Status of Bitcoin and Ether', 'description': 'The SEC boss remains mum about the regulatory status of the two largest cryptocurrenciesfrom U.Today https://ift.tt/3Af9H2O https://ift.tt/eA8V8J', 'url': 'https://techncruncher.blogspot.com/2021/10/sec-chair-dodges-question-about.html', 'urlToImage': None, 'publishedAt': '2021-10-05T20:49:00Z', 'content': 'The SEC boss remains mum about the regulatory status of the two largest cryptocurrenciesfrom U.Today https://ift.tt/3Af9H2O https://ift.tt/eA8V8J'}"
12,ok,7247,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': 'IMF Head Says Central Bank Digital Currencies Are Reliable, Hard to Think of Bitcoin as Money', 'description': 'Digital currencies backed by central banks are the most reliable form of digital money, according to IMF managing director Kristalina Georgieva. At the same time, to think of cryptocurrencies such as bitcoin as money is difficult, believes the chief executive…', 'url': 'https://techncruncher.blogspot.com/2021/10/imf-head-says-central-bank-digital.html', 'urlToImage': 'https://blogger.googleusercontent.com/img/a/AVvXsEiXlCRA_UbzC-SYoJvcZ0FDmKyU1gg4tYoqZujE3S0M97uSwzeU3lozMz8_kXZysCa7VM_uc5T0Af1iZKwy3b5UlKNMliJ7ZnxrpONB3Pysz4zipt5vf1EGZidz_i2un_omh2aJ7ZQVCfqNr6D-lE31HNCIKXM7cof3ph2imr3uaLkwm4z3fG3E-smk_w=w1200-h630-p-k-no-nu', 'publishedAt': '2021-10-06T17:39:00Z', 'content': 'Digital currencies backed by central banks are the most reliable form of digital money, according to IMF managing director Kristalina Georgieva. At the same time, to think of cryptocurrencies such as… [+2917 chars]'}"
13,ok,7247,"{'source': {'id': None, 'name': 'Blogspot.com'}, 'author': 'noreply@blogger.com (Unknown)', 'title': 'Tesla CEO Elon Musk says U.S. government should avoid regulating crypto', 'description': 'Tesla CEO Elon Musk on Tuesday said the U.S. government should steer clear of trying to regulate the crypto market.“It is not possible to, I think, destroy crypto, but it is possible for governments to slow down its advancement,” Musk said at the Code Confere…', 'url': 'https://techncruncher.blogspot.com/2021/09/tesla-ceo-elon-musk-on-tuesday-said-u.html', 'urlToImage': 'https://blogger.googleusercontent.com/img/a/AVvXsEjrlb5X_AFKIugDMdmlPhzACSYxnhwo2YXP8SkWhgJ_JpICMwUEgkH9giAJEaTEnVQUP7TzEC_YITQHtFSM6GEWExkbaPAOKUN2Z1SMgRHXIiBQ-Fv3s_NTaDinlsUEIQN2NdG_cw-iOAMvUEeAUGwgb049yuIBDsigkR4dCWtZkepl9V-6Tg38LRp60A=w1200-h630-p-k-no-nu', 'publishedAt': '2021-09-29T13:00:00Z', 'content': 'Tesla CEO Elon Musk on Tuesday said the U.S. government should steer clear of trying to regulate the crypto market.“It is not possible to, I think, destroy crypto, but it is possible for governments … [+1892 chars]'}"
14,ok,7247,"{'source': {'id': None, 'name': 'Gizmodo.com'}, 'author': 'Whitney Kimball', 'title': 'A Bitcoin Mining Operation Started a Secret Power Plant, It Did Not Go as Planned', 'description': 'A There Will Be Blood-style drama unfolds in Canada, where a Bitcoin mining operation illegally tapped an unused natural gas well near a wealthy neighborhood in Alberta. The company Link Global might have gotten away with pilfering gas, if not for noise compl…', 'url': 'https://gizmodo.com/a-bitcoin-mining-operation-started-a-secret-power-plant-1847811718', 'urlToImage': 'https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/7c2308365fbde2aacd00611609b7f19d.jpg', 'publishedAt': '2021-10-06T19:40:00Z', 'content': 'A There Will Be Blood-style drama unfolds in Canada, where a Bitcoin mining operation illegally tapped an unused natural gas well near a wealthy neighborhood in Alberta. The company Link Global might… [+2770 chars]'}"
15,ok,7247,"{'source': {'id': 'reuters', 'name': 'Reuters'}, 'author': None, 'title': 'Bitcoin edges off all-time high but momentum for more gains this year seen intact - Reuters', 'description': 'Bitcoin fell slightly in Asian hours on Thursday, a day after marking an all-time high on optimism around the launch of the first U.S. bitcoin futures ETF.', 'url': 'https://www.reuters.com/business/finance/bitcoin-edges-off-all-time-high-momentum-more-gains-this-year-seen-intact-2021-10-21/', 'urlToImage': 'https://www.reuters.com/resizer/oQVnjJsX498T8jA_zabMC414KBs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/VB4NPI74TNKYZLB4SQJW74UYPQ.jpg', 'publishedAt': '2021-10-21T03:27:00Z', 'content': 'Representation of cryptocurrency Bitcoin is placed on PC motherboard in this illustration taken, June 29, 2021. REUTERS/Dado Ruvic/IllustrationHONG KONG, Oct 21 (Reuters) - Bitcoin fell slightly in A… [+1642 chars]'}"
16,ok,7247,"{'source': {'id': 'reuters', 'name': 'Reuters'}, 'author': None, 'title': 'Riding the crypto rollercoaster: Bitcoin nears record high - Reuters', 'description': 'Bitcoin is on the cusp of an all-time high, its latest rally fuelled by the launch of the first U.S. bitcoin futures exchange-traded fund that investors think could make the cryptocurrency accessible for swathes of new investors. <a href=""/technology/bitcoin-…', 'url': 'https://www.reuters.com/technology/riding-crypto-rollercoaster-bitcoin-nears-record-high-2021-10-20/', 'urlToImage': 'https://www.reuters.com/resizer/dTT3e1T05rswsPG-lqqubNb2TrA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ITNSLRU3KFLP7ABJFCV4MG6BBY.jpg', 'publishedAt': '2021-10-20T09:47:00Z', 'content': 'A representation of the virtual cryptocurrency Bitcoin is seen in this picture illustration taken October 19, 2021. REUTERS/Edgar SuLONDON, Oct 20 (Reuters) - Bitcoin is on the cusp of an all-time hi… [+3260 chars]'}"
17,ok,7247,"{'source': {'id': 'ars-technica', 'name': 'Ars Technica'}, 'author': 'Tim De Chant', 'title': 'Old coal plant is now mining bitcoin for a utility company', 'description': 'Bitcoin is breathing new life into another ailing power plant.', 'url': 'https://arstechnica.com/tech-policy/2021/09/old-coal-plant-is-now-mining-bitcoin-for-a-utility-company/', 'urlToImage': 'https://cdn.arstechnica.net/wp-content/uploads/2018/01/bitcoin-lightning-760x380.jpg', 'publishedAt': '2021-09-24T20:30:09Z', 'content': '19 with 16 posters participating\r\nBitcoins massive power consumption is the cryptocurrencys dirty secret. To mine bitcoin, computers across the globe chew through enough electricity to power a medium… [+3500 chars]'}"
18,ok,7247,"{'source': {'id': 'business-insider', 'name': 'Business Insider'}, 'author': 'ilee@insider.com (Isabelle Lee)', 'title': 'The SEC could approve as many as 4 bitcoin futures ETFs in October', 'description': 'Unlike bitcoin ETFs, SEC Chair Gary Gensler has expressed more openness towards bitcoin futures ETF.', 'url': 'https://markets.businessinsider.com/news/currencies/bitcoin-futures-etf-cryptocurrency-sec-exchange-traded-fund-gary-gensler-2021-10', 'urlToImage': 'https://images2.markets.businessinsider.com/616039325ae4fe0018a70e50?format=jpeg', 'publishedAt': '2021-10-08T13:19:51Z', 'content': 'Securities and Exchange Commission headquarters.\r\nREUTERS/Andrew Kelly\r\nThe US Securities and Exchange Commission could approve as many as four bitcoin futures exchange-traded funds in October, in wh… [+1732 chars]'}"
19,ok,7247,"{'source': {'id': 'reuters', 'name': 'Reuters'}, 'author': None, 'title': 'Bitcoin nears record high ahead of futures ETF listing - Reuters', 'description': 'Bitcoin hit a six-month high and was within striking distance of a record on Tuesday as traders bet an anticipated listing of a futures-based U.S. exchange traded fund could herald investment flows into bitcoin and cryptocurrency assets.', 'url': 'https://www.reuters.com/technology/bitcoin-nears-record-high-ahead-futures-etf-listing-2021-10-19/', 'urlToImage': 'https://www.reuters.com/resizer/jm8iK4NjlOkVWrOxCph3jw36h4A=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/IXILJWRYJZMRTBHUYL3KXS4KSA.jpg', 'publishedAt': '2021-10-19T07:06:00Z', 'content': 'A representation of the virtual cryptocurrency Bitcoin is seen in this picture illustration taken October 18, 2021. REUTERS/Edgar SuSINGAPORE, Oct 19 (Reuters) - Bitcoin hit a six-month high and was … [+2332 chars]'}"
